gvkey,datadate,indfmt,tic,cusip,conm,caps,capx,capxv,ceq,ci,cibegni,citotal,cogs,cshfd,cstkcv,dlc,ebitda,fiao,fincf,fopox,exchg,cik,cshtr_c,mkvalt,prcc_f,prch_f,prcl_f,state
13562,12/31/2023,INDL,BDN,105368203,BRANDYWINE REALTY TRUST,3183.914,0,0,1317.384,-201.982,-197.403,-201.354,510.317,171.959,0.01,340,,-4.743,46.786,130.571,11,790816,606554526,922.8816,5.4,7.25,3.42,PA
13562,12/31/2023,FS,BDN,105368203,BRANDYWINE REALTY TRUST,3163.949,,,1317.384,,,,,,,340,,,,,11,790816,606554526,922.8816,5.4,7.25,3.42,PA
13570,12/31/2023,INDL,MIDD,596278101,MIDDLEBY CORP,479.216,85.179,85.179,3249.889,456.156,400.882,456.156,2377.143,54.086,0.01,71.239,848.149,-7.912,-390.939,121.619,14,769520,115917141,7888.7535,147.17,162.02,109.59,IL
13579,12/31/2023,INDL,EQC,294628102,EQUITY COMMONWEALTH,3935.873,0,0,2265.804,91.445,91.445,91.164,44.906,110.185,0.01,0,,-1.846,-538.264,15.884,11,803649,260313350,2051.4624,19.2,26.4209,18.095,IL
13579,12/31/2023,FS,EQC,294628102,EQUITY COMMONWEALTH,3935.873,,,2265.804,,,,,,,0,,,,,11,803649,260313350,2051.4624,19.2,26.4209,18.095,IL
13580,12/31/2023,INDL,UHT,9.14E+109,UNIVERSAL HEALTH RLTY INCOME,270.398,0,0,200.934,10.701,15.4,10.701,62.326,13.814,0.01,13.55,34.456,-0.222,-23.231,0.597,11,798783,12417048,597.888,43.25,57.52,37,PA
13580,12/31/2023,FS,UHT,9.14E+109,UNIVERSAL HEALTH RLTY INCOME,270.398,,,200.934,,,,,,,13.55,,,,,11,798783,12417048,597.888,43.25,57.52,37,PA
13582,12/31/2023,INDL,CPSH,12619F104,CPS TECHNOLOGIES CORP,40.181,0.718,0.718,17.322,1.37,1.37,1.37,20.237,14.629,0.01,0.207,2.188,0,-0.002,0.205,14,814676,7567522,34.1197,2.35,3.5,2.21,MA
13602,4/30/2023,INDL,CRMT,03062T105,AMERICA'S CAR-MART INC,109.929,22.106,22.106,498.447,20.432,20.432,20.392,805.873,6.567,0.01,0,-126.15,-2.303,188.746,383.281,14,799850,22702132,512.3255,80.39,127.05,52.24,AR
13623,12/31/2023,INDL,CNMD,207410101,CONMED CORP,446.535,19.032,19.032,834.222,72.147,64.459,72.147,541.647,31.548,0.01,8.217,178.53,2.07,-110.432,21.836,11,816956,93734575,3369.0752,109.51,138.47,88.01,FL
13631,12/31/2023,INDL,GRST,29764P109,ETHEMA HEALTH CORP,-1.176,5.25,5.25,-6.24,1.129,1.129,1.082,5.389,3903.672,0.01,5.163,-0.044,-0.413,-2.078,0.593,19,792935,2005339862,1.1187,0.0003,0.0007,0.00025,FL
13683,12/31/2023,INDL,TEF,879382208,TELEFONICA SA,4146.15,6467.377,6467.377,24154.007,-681.998,-634.468,-1287.727,32283.821,5715.577,1.105,6545.854,13123.767,-2467.132,-7943.012,13495.161,11,814052,250010453,,3.9,4.53,3.6,
13695,12/31/2023,INDL,MDIV,33738R100,FIRST TR ETF IV MULTI ASSET,,,,,,,,,,,,,,,,14,,21810979,,15.65,16.2918,13.82,IL
13696,12/31/2023,INDL,TDIV,33738R118,FIRST TR ETF IV NASDAQ TECH,,,,,,,,,,,,,,,,14,,27440925,,64.09,64.5163,47.36,IL
13700,12/31/2023,INDL,XRAY,24906P109,DENTSPLY SIRONA INC,6643,149,149,3293,-140,-132,-140,1606,212,0.01,378,703,-10,-307,381,14,818479,557217936,7374.248,35.59,43.24,26.27,NC
13709,12/31/2023,INDL,IEP,451100101,ICAHN ENTERPRISES LP,,303,303,3208,-997,-1012,-669,9528,382,,4110,528,-2189,-2385,62,14,813762,336156122,7375.0773,17.19,54.48,15,FL
13710,12/31/2023,INDL,FUN,83001C108,SIX FLAGS ENTERTAINMENT CORP,,220.422,220.422,-582.962,123.651,124.559,123.651,1019.984,51.508,,13.294,504.513,-1.758,-143.001,39.476,11,1999001,54513351,2030.3174,39.8,47.95,34.04,NC
13714,12/31/2023,INDL,PARA,92556H206,PARAMOUNT GLOBAL,33210,328,328,22526,-322,-576,-357,20017,652,0.001,259,2390,-133,-1841,17147,14,813828,3327841826,9857.54,14.79,25.93,10.51,NY
13721,12/31/2023,INDL,ZTS,98978V103,ZOETIS INC,1133,732,732,4997,2318,2340,2322,2219,462.269,0.01,52,3597,-3,-3109,213,11,1555280,485418402,90467.8948,197.37,201.92,141.52,NJ
13733,12/31/2023,INDL,PMDI,744375304,PSYCHEMEDICS CORP,35.129,0.157,0.157,6.672,-4.154,-4.154,-4.154,11.954,5.74,0.005,1.353,-1.19,0,-1.147,0.908,19,806517,2888970,17.1858,2.96,6.75,2.06,TX
13759,12/31/2023,INDL,MHGU,59000K309,MERITAGE HOSPITALITY GROUP,33.577,44.796,44.796,121.128,3.407,6.024,3.521,573.061,8.264,0.01,74.713,36.339,6.94,47.435,1.47,19,808219,152704,127.101,19.5,21.3,17,MI
13765,6/30/2023,INDL,NAII,638842302,NATURAL ALTERNATIVES,31.436,13.524,13.524,88.772,0.74,2.522,0.74,133.457,5.878,0.01,2.76,5.813,0,-1.781,2.503,14,787253,1966479,43.7328,7.2,12.6,6.97,CA
13786,12/31/2023,INDL,HRTX,427746102,HERON THERAPEUTICS INC,1870.525,1.545,1.545,-33.973,-110.527,-110.559,-110.527,62.206,138.135,0.01,3.075,-90.075,0,54.107,31.865,14,818033,586214657,255.4845,1.7,3.41,0.5,NC
13794,12/31/2023,INDL,THMO,88362L209,THERMOGENESIS HOLDINGS INC,282.383,1.733,1.733,-1.667,-18.916,-18.919,-17.972,6.367,2.368,0.001,8.382,-5.427,0,3.278,12.063,19,811212,93504329,2.1744,0.601,6.67,0.5101,CA
13824,9/30/2023,INDL,FICO,303250104,FAIR ISAAC CORP,1350.713,4.237,4.237,-687.99,451.932,429.375,451.932,300.947,25.367,0.01,66.336,652.095,0,-455.001,135.728,11,814547,53011631,21513.4881,868.53,916.41,389.835,MT
13825,12/31/2023,INDL,REMRF,04943J100,ATLAS SALT INC,5.012,3.734,3.734,21.776,-4.838,-4.838,-4.838,0,93.78,0.27,0,-5.179,-0.778,9.724,1.114,19,1841942,41377417,69.1814,0.73,2.34,0.61,NF
13835,12/31/2023,INDL,RGLS,75915K309,REGULUS THERAPEUTICS INC,534.375,0.613,0.613,21.182,-30.037,-30.037,-30.037,0,18.96,0.001,2.047,-30.882,0,11.816,2.785,14,1505512,9877377,25.8854,1.28,2.14,0.76,CA
13837,12/31/2023,INDL,XHD.,46434B104,ISHARES US HI DIV EQ IDX ETF,,,,,,,,,,,,,,,,7,,1197520,,30.36,32.36,27.91,ON
13861,12/31/2023,INDL,TTSH,88677Q109,TILE SHOP HOLDINGS INC,128.861,15.313,15.313,119.687,10.054,10.071,10.054,112.856,43.621,0.0001,27.265,37.387,0,-45.928,28.263,14,1552800,21022426,327.601,7.36,7.6699,4.07,MN
13871,12/31/2023,INDL,SMC,86614G101,SUMMIT MIDSTREAM CORP,,68.905,68.905,621.67,-38.947,-38.947,-51.528,213.203,10.334,,19.735,203.565,-21.359,-49.036,25.628,11,2024218,3677000,185.8342,17.91,21.4,13,TX
13886,12/31/2023,INDL,BESG.,46137U102,INVESCO ESG CND CR PL BD ETF,,,,,,,,,,,,,,,,7,,610945,,15.94,16.15,14.56,ON
13888,12/31/2023,INDL,COOP,62482R107,MR COOPER GROUP INC,1087,18,18,4282,500,500,500,1108,68.549,0.01,2379,686,-121,978,618,14,933136,145001265,4206.6869,65.12,67.96,37.54,TX
13888,12/31/2023,FS,COOP,62482R107,MR COOPER GROUP INC,1087,,,4282,,,,,,,2379,,,,,14,933136,145001265,4206.6869,65.12,67.96,37.54,TX
13906,9/30/2023,INDL,JOUT,479167108,JOHNSON OUTDOORS INC  -CL A,88.234,22.668,22.668,499.737,22.237,19.534,22.237,398.662,10.195,0.05,7.009,32.835,0,-12.732,12.848,14,788329,10027514,560.6272,54.69,71.88,46.304,WI
13913,12/31/2023,INDL,GBCS,816291108,SELECTIS HEALTH INC,13.852,0,0,-3.74,-3.971,-3.971,-3.971,33.043,3.055,0.05,12.07,,0.084,-0.619,2.734,19,727346,102534,13.1881,4.3,6.25,1.05,CO
13935,12/31/2023,INDL,BTT,09257P105,BLACKROCK MUNI 30 TARG TERM,,,,,,,,,,,,,,,,11,1528437,35721792,,20.8,22.5,18.9,NY
13948,12/31/2023,INDL,CMS1,210518007,CONSUMERS ENERGY CO,7759,2248,2248,10763,867,867,867,4761,,10,828,2405,454,767,,0,201533,,,,,,MI
13962,7/31/2023,INDL,FGPR,315293209,FERRELLGAS PARTNERS  -LP,,88.915,88.915,,100.397,137.621,100.033,1602.067,4.858,,33.421,329.561,0,-122.874,12.282,19,922358,1387874,,7.92,12.36,6.14,MO
13963,12/31/2023,INDL,VGR,92240M108,VECTOR GROUP LTD,11.384,10.557,10.557,-741.814,186.686,183.526,186.686,491.146,153.331,0.1,3.714,334.773,0,-175.652,13.719,11,59440,185329070,1759.4318,11.28,14.39,9.86,FL
13970,12/31/2023,INDL,TVAGF,872948203,TVA GROUP INC  -CL B,0.581,2.158,2.158,347.348,-46.028,-47.891,-46.028,550.628,43.206,,2.052,-5.431,-0.067,71.627,8.201,19,,3922267,58.3281,1.35,2.5,1.25,QC
13971,12/31/2023,INDL,MEOH,59151K108,METHANEX CORP,1.838,448.453,448.453,1930.927,40.58,284.122,-69.402,2405.964,67.812,5.816,435.447,655.403,-417.085,-551.418,78.958,14,886977,71787975,3191.4483,47.36,54.83,36.74,BC
13988,12/31/2023,INDL,SCHW,808513105,SCHWAB (CHARLES) CORP,27330,700,700,31767,9557,5067,9557,13711,1831,0.01,36639,11810,-76871,-61245,1852,11,316709,3713767992,,68.8,86.63,45,TX
13988,12/31/2023,FS,SCHW,808513105,SCHWAB (CHARLES) CORP,27330,,,31767,,,,,,,36639,,,,,11,316709,3713767992,,68.8,86.63,45,TX
13992,12/31/2023,INDL,EXETF,30224T863,EXTENDICARE INC,13.087,129.413,129.413,87.92,35.652,33.982,35.652,1193.17,96.219,5.62,19.879,83.087,1.887,-30.928,-5.737,19,1012881,35455844,605.3902,7.28,7.64,5.75,ON
14018,7/31/2023,INDL,QZMRF,74773L301,QUARTZ MOUNTAIN RESOURCES,1.432,0.25,0.25,0.791,-0.91,-0.91,-0.91,0,43.216,0.66,0.011,-0.928,0,0.538,0.632,19,811522,1105626,9.4308,0.215,0.3,0.2,BC
14027,12/31/2023,INDL,CLH,184496107,CLEAN HARBORS INC,459.728,422.3,422.3,2247.506,369.698,377.856,369.698,3746.124,54.382,0.01,83.405,991.867,-3.977,-208.891,3.092,11,822818,86908777,9411.3243,174.51,179.485,110.96,MA
14042,12/31/2023,INDL,CFPZF,137576104,CANFOR CORP,-169.8,587,587,3818.2,-369.2,-348.5,-349.4,5352,120.153,7.889,186,-95.8,-95.9,-185.6,-3,19,,48112856,2122.9362,17.85,27.36,13.41,BC
14043,12/31/2023,INDL,PCAR1,693717001,PACCAR FINANCIAL CORP,171.6,62.4,62.4,1900.2,132.1,139.5,132.1,109.1,,100,4642.4,625,0,1182.9,15.1,0,731288,,,,,,WA
14062,12/31/2023,INDL,CCDBF,124900309,CCL INDUSTRIES  -CL B,157.9,461.6,461.6,4623.2,473,530.2,473,4331.9,179.9,,51.9,1332.1,0,-295.2,135.7,19,856378,68270798,10595.451,59.59,71.58,52.82,ON
14065,12/31/2023,INDL,CADNF,146900105,CASCADES INC,15,350,350,1739,-66,-53,-88,2998,100.965,6.09,67,558,-39,-225,216,19,1225525,37939868,1281.8474,12.73,13.1,8.465,QC
14078,12/31/2023,INDL,BDRBF,97751861,BOMBARDIER INC  -CL B,479,366,366,-2751,320,445,320,5984,97.721,,0,1217,0,-438,151,19,878334,6131378,3908.131,40.11,55.25,29.22,QC
14084,12/31/2023,INDL,AIN,12348108,ALBANY INTL CORP  -CL A,448.218,84.429,84.429,961.368,123.369,111.61,122.42,643.885,31.276,0.001,11.553,257.208,-4.108,-52.641,7.783,11,819793,36949941,3063.9729,98.22,115.3942,78.2,NH
14088,12/31/2023,INDL,AEP10,00199Y007,AEP GENERATING CO,127.158,13.112,13.116,147.11,10.814,10.814,10.814,112.201,,1000,136.967,83.153,-15.566,9.652,,0,857571,,,,,,OH
14099,12/31/2023,INDL,TUERF,89784Y407,TRUE NORTH COML REALEST INV,0,0,0,452.804,-40.621,-40.621,-40.621,59.656,15.677,35.84,126.614,,-32.693,-106.945,115.916,19,,14530416.15,157.5539,10.05,36.51250073,6.32499722,ON
14107,12/31/2023,INDL,4779B,48099Y932,JONES FINANCIAL COS  -LP,0,456,456,0,0,0,0,11963,,,0,2117,-1193,-883,1612,1,815917,,,,,,MO
14112,6/30/2023,INDL,FKWL,355184102,FRANKLIN WIRELESS CORP,14.438,0.047,0.047,38.927,-3.033,-2.945,-2.951,38.089,11.737,0.001,0.159,-1.458,-0.002,0.043,0.473,14,722572,2361285,43.9543,3.73,5.44,2.71,CA
14113,9/30/2023,INDL,MITK,606710200,MITEK SYSTEMS INC,228.691,1.034,1.034,205.188,22.009,8.027,22.009,21.222,46.461,0.001,2.102,43.133,0,1.701,19.343,14,807863,87443702,488.7355,10.72,13.98,8.6,CA
14118,12/31/2023,INDL,AMIVF,04964G100,ATRIUM MORTGAGE INVESTMENT,2.531,0,0,482.206,51.485,51.485,51.485,21.166,54.026,10.892,108.811,77.408,-24.535,-72.681,27.531,19,,8825932,462.5118,10.52,12.48,9.76,ON
14139,9/30/2023,INDL,UMEWF,G9160X107,UMEWORLD LTD,31.06,0,0,-0.376,-0.306,-0.306,-0.306,0.005,109.916,0.0001,0,-0.306,-0.088,0.122,0.075,19,1114936,333399,49.7453,0.45,0.48,0.12,FL
14140,12/31/2023,INDL,SAN,05964H105,BANCO SANTANDER SA,43702.039,12651.783,,105475.371,14145.105,13466.423,12596.516,71481.58,16247.265,0.55,147386.752,31081.206,-1756.393,-2274.801,20504.156,11,891478,913002809,,4.14,4.24,2.97,
14140,12/31/2023,FS,SAN,05964H105,BANCO SANTANDER SA,43702.039,,,105475.371,14145.105,,,,,,147386.752,,,,,11,891478,913002809,,4.14,4.24,2.97,
14155,12/31/2023,INDL,VTDRF,G9551V108,VANTAGE DRILLING INTERNATION,633.963,14.094,14.094,245.453,-15.905,-15.905,-15.376,290.125,13.217,0.001,0.608,71.281,-11.141,2.613,1.086,19,1465872,20563550,312.8659,23.65,30,14,
14172,12/31/2023,INDL,FULT,360271100,FULTON FINANCIAL CORP,1552.86,32.958,,2567.261,357.476,284.28,357.476,472.986,166.769,2.5,851.304,578.102,888.085,314.02,50.143,14,700564,343478784,2696.1645,16.46,17.5,9.64,PA
14172,12/31/2023,FS,FULT,360271100,FULTON FINANCIAL CORP,1552.86,,,2567.261,357.476,,,,,,851.304,,,,,14,700564,343478784,2696.1645,16.46,17.5,9.64,PA
14219,12/31/2023,INDL,CADE,12740C103,CADENCE BANK,2743.066,98.283,,5000.85,1003.013,542.304,1003.013,1038.811,182.609,2.5,3951.516,416.019,-457.91,-715.44,90.674,11,1299939,371684365,5411.1825,29.59,31.45,16.95,MS
14219,12/31/2023,FS,CADE,12740C103,CADENCE BANK,2743.066,,,5000.85,1003.013,,,,,,3951.516,,,,,11,1299939,371684365,5411.1825,29.59,31.45,16.95,MS
14225,12/31/2023,INDL,FAST,311900104,FASTENAL CO,41,172.8,172.8,3348.8,1165,1155,1165,3814.9,573.009,0.01,156.2,1706,0,-1281.7,9.5,14,815556,811705899,37047.2741,64.77,65.66,45.7,MN
14229,12/31/2023,INDL,TATT,M8740S227,TAT TECHNOLOGIES LTD,76.335,5.102,5.102,90.683,4.725,4.672,4.725,86.616,9.084,0.303,15.371,10.352,0,10.24,-0.362,14,808439,1829944,102.5455,10.15,11,4.9677,
14253,12/31/2023,INDL,WABC,957090103,WESTAMERICA BANCORPORATION,0.035,1.161,,772.894,227.591,161.768,227.591,2.74,26.706,17.74,58.162,256.126,-751.023,-809.404,-0.646,14,311094,40862452,1504.5111,56.41,59.625,35.52,CA
14253,12/31/2023,FS,WABC,957090103,WESTAMERICA BANCORPORATION,0.035,,,772.894,227.591,,,,,,58.162,,,,,14,311094,40862452,1504.5111,56.41,59.625,35.52,CA
14269,12/31/2023,INDL,HLF,G4412G101,HERBALIFE LTD,233.9,135,135,-1060.3,160.4,142.2,160.4,2825.8,100.2,0.0005,349,554.4,1.4,-148.3,95.4,11,1180262,374221293,1513.792,15.26,21.33,11.14,CA
14282,12/31/2023,INDL,APH,32095101,AMPHENOL CORP,3101.2,372.8,372.8,8346.5,1945.7,1945.5,1929.4,8083.3,620.6,0.001,445.4,2981.5,-27.8,-1012.4,93.6,11,820313,644763640,59368.957,99.13,99.93,72,CT
14309,12/31/2023,INDL,IPAR,458334109,INTERPARFUMS INC,98.565,6.465,6.465,699.393,210.198,187.776,168.522,461.297,32.14,0.001,39.958,268.682,-21.328,-133.214,5.938,14,822663,30854518,4609.0401,144.01,161.17,95.77,NY
14311,12/31/2023,INDL,PII,731068102,POLARIS INC,1231.8,412.6,412.6,1418.4,532.7,502.7,532.8,6765.7,57.7,0.01,83.5,882.4,0,-431.3,56.6,11,931015,156559806,5354.505,94.77,138.49,82,MN
14312,4/30/2023,INDL,EMLAF,291843407,EMPIRE CO LTD  -CL A,50.1,574.2,574.2,5200.4,739,727.7,697.3,22685.4,259.435,,664.7,2118.8,-318.6,-1511.6,184.1,19,908931,112730091,9214.29,36.38,43.49,33.09,NS
14326,12/31/2023,INDL,ONEXF,68272K103,ONEX CORP,0,8,8,8564,529,529,529,387,79,,0,739,-2,30,-359,19,937226,2060894,,70.158,70.8711,43.8,ON
14326,12/31/2023,FS,ONEXF,68272K103,ONEX CORP,0,,,8564,,,,,,,,,,,,19,937226,2060894,,70.158,70.8711,43.8,ON
14330,12/31/2023,INDL,WFG,952845105,WEST FRSER TMBR CO LTD,0,477,477,7223,-167,-167,-167,5611,83.199,,313,536,-24,-268,262,11,1402388,35000712,6993.6832,85.58,91.44,64.11,BC
14333,12/31/2023,INDL,IGIFF,449586106,IGM FINANCIAL INC,57.926,28.763,28.763,6660.462,1122.746,1152.511,1119.277,1914.363,238.418,7.1,937.1,1078.452,-1241.242,-203.769,-78.388,19,,56122285,,35.01,43.965,30.34,MB
14333,12/31/2023,FS,IGIFF,449586106,IGM FINANCIAL INC,57.926,,,6660.462,,,,,,,937.1,,,,,19,,56122285,,35.01,43.965,30.34,MB
14352,12/31/2023,INDL,SNCAF,04764T104,ATKINSREALIS GROUP INC,0,91.787,91.787,3163.626,304.229,286.643,303.359,7710.261,175.572,10.28,862.728,653.75,0,-170.915,-288.628,19,,78730652,7489.1336,42.66,46.99,23.91,QC
14359,12/31/2023,INDL,PXD,723787107,PIONEER NATURAL RESOURCES CO,18506,4748,4748,23171,4894,4894,4894,9471,242,0.01,224,9459,106,-4527,363,11,1038357,588858361,52537.1402,224.88,257.76,177.265,TX
14369,12/31/2023,INDL,USM,911684108,US CELLULAR CORP,1726,608,608,4626,58,58,54,1728,87,1,155,810,-70,-274,133,11,821130,91461935,3530.9,41.54,47.944,13.79,IL
14370,12/31/2023,INDL,MAN,56418H100,MANPOWERGROUP,3514.9,78.2,78.2,2223.3,81.1,88.4,81.5,15467.9,50.4,0.01,112.3,550.9,-0.6,-349.5,91.8,11,871763,84482261,3848.2553,79.47,92.43,67.35,WI
14390,12/31/2023,INDL,FTS,349553107,FORTIS INC,9,4169,4169,19882,1314,1710,1218,6741,486.5,30.796,2430,4776,-77,613,-29,11,1666175,424148422,26742.0064,54.51,62,49.82,NF
14391,12/31/2023,INDL,TAC,89346D107,TRANSALTA CORP,41,875,875,595,893,796,817,1201,276,10.704,535,1615,-1060,-1432,-158,11,1144800,166143106,3382.4127,11.02,13.97,10.02,AB
14394,12/31/2023,INDL,,,WILMINGTON CAP MGMT  -CL A,1.132,6.632,6.632,71.303,3.113,2.294,3.113,2.237,12.408,,0.038,1.628,0,-0.36,-1.453,,,17416,48.7049,3.6,6,3.53,AB
14401,12/31/2023,INDL,ITIC,461804106,INVESTORS TITLE CO,0,9.186,9.186,251.553,22.124,21.686,22.124,194.377,1.893,0,2.371,30.373,0,-12.007,-5.369,14,720858,756704,306.6067,162.14,167.84,127.71,NC
14401,12/31/2023,FS,ITIC,461804106,INVESTORS TITLE CO,0,,,251.553,,,,,,,2.371,,,,,14,720858,756704,306.6067,162.14,167.84,127.71,NC
14403,12/31/2023,INDL,DX,26817Q886,DYNEX CAPITAL INC,1404.431,0,0,762.892,9.02,-13.824,9.02,16.929,54.809,0.01,5381.104,,0,2685.839,-30.067,11,826675,248800266,714.1158,12.52,15,9.57,VA
14403,12/31/2023,FS,DX,26817Q886,DYNEX CAPITAL INC,1404.431,,,762.892,,,,,,,5381.104,,,,,11,826675,248800266,714.1158,12.52,15,9.57,VA
14418,12/31/2023,INDL,MGM,552953101,MGM RESORTS INTERNATIONAL,0,931.813,931.813,3811.17,1425.138,1314.924,1252.576,8553.562,358.627,0.01,84.154,2372.942,-329.808,-5004.631,440.889,11,789570,1136262825,14590.254,44.68,51.35,33.23,NV
14433,12/31/2023,INDL,CDUAF,136717832,CANADIAN UTILITIES  -CL A,14,1200,1200,5373,593,717,583,1816,270.314,,536,1980,-493,-19,963,19,1261313,156666924,8807.0255,31.89,39.87,28.13,AB
14435,12/31/2023,INDL,FM,464286145,ISHARES FRONTIER SLCT EM ETF,,,,,,,,,,,,,,,,17,,78572438,,26.3,28.41,24.401,CA
14437,12/31/2023,INDL,ATE1,48303002,ATLANTIC CITY ELECTRIC CO,1804,460,460,1812,120,120,120,1031,,3,356,491,60,208,,0,8192,,,,,,DE
14447,12/31/2023,INDL,LVMUY,502441306,LVMH MOET HENNESSY LOUIS V,585.833,7524.086,7524.086,67444.858,16543.704,17632.469,15715.8,23102.824,2501.522,0.07,14820.47,31800.787,-846.695,-10386.931,8136.447,19,824046,,,162.075,200.634,138.773,
14477,12/31/2023,INDL,WM,94106L109,WASTE MANAGEMENT INC,5351,2895,2895,6903,2308,2276,2336,12472,406.9,0.01,400,6029,-11,-1524,350,11,823768,393031200,71900.5905,179.1,179.8,148.31,TX
14489,1/31/2023,INDL,DELL,24703L202,DELL TECHNOLOGIES INC,8416,3003,3003,-3122,1851,2422,1872,76907,753,0.01,6833,9476,-48,-1625,1892,11,1571996,958156518,29083.92,40.62,61.54,32.895,TX
14501,9/30/2023,INDL,IMG,67073S307,CIMG INC,74.926,0.016,0.016,1.674,-8.713,-8.749,-8.713,3.119,0.732,0,0.247,-8.65,0,-0.037,0.962,14,1527613,8261644,5.3928,7.2,21.34999893,6.9,CA
14507,12/31/2023,INDL,VEGA,00768Y768,ADVISORSHARES STAR GLB BYWRT,,,,,,,,,,,,,,,,17,,1232293,,39.0329,39.6299,34.0542,MD
14517,12/31/2023,INDL,TMXXF,87262K105,TMX GROUP LTD,11.1,65.2,65.2,4107.6,406.3,388.2,379.1,408.3,279.044,10.01,617.2,669.5,-80.5,-309.2,26.8,19,,130372114,8865.7672,32.05,32.08,25.868,ON
14517,12/31/2023,FS,TMXXF,87262K105,TMX GROUP LTD,11.1,,,4107.6,,,,,,,617.2,,,,,19,,130372114,8865.7672,32.05,32.08,25.868,ON
14535,12/31/2023,INDL,SSP,811054402,EW SCRIPPS  -CL A,1438.518,59.627,59.627,741.634,-945.823,-947.784,-945.823,1283.324,84.266,0.01,35.078,394.819,-10.889,-33.706,981.912,14,832428,88120349,677.3682,7.99,16.13,4.847,OH
14538,12/31/2023,INDL,TEVA,881624209,TEVA PHARMACEUTICALS,27808,526,526,7506,-524,-615,-418,7114,1119,0.046,1769,4348,-4364,-1913,1219,11,818686,2513922409,,10.44,11.445,7.085,
14551,12/31/2023,INDL,SAMG,828359109,SILVERCREST ASSET MGT,55.809,3.878,3.878,82.694,15.171,15.183,9.082,94.555,9.464,0.01,0,22.855,0.02,-24.216,5.666,14,1549966,6844752,161.143,17,23.2,14.94,NY
14561,6/30/2023,INDL,COHR,19247G107,COHERENT CORP,0,436.06,436.06,4542.232,-147.565,-259.458,-147.565,2931.43,137.578,24.439,113.107,1084.368,-169.64,3554.019,271.634,11,820318,575113830,7115.9923,50.98,60.46,26.2901,PA
14563,12/31/2023,INDL,MERC,588056101,MERCER INTL INC,359.497,218.424,218.424,635.41,-188.765,-242.056,-188.765,1899.624,66.407,1,11.707,-28.959,-4.913,228.624,101.131,14,1333274,121324199,630.657,9.48,13.25,7.37,BC
14580,12/31/2023,INDL,LNT1,976826008,WISCONSIN POWER & LIGHT,2478,1019,1078,3897,345,345,345,1075,,5,330,752,229,370,,0,107832,,,,,,WI
14590,12/31/2023,INDL,FCX,35671D857,FREEPORT-MCMORAN INC,24637,4824,4824,16693,3795,3751,1894,13597,1443,0.1,850,8642,-585,-2650,-93,11,831259,2930994753,61087.95,42.57,46.73,32.825,AZ
14592,12/31/2023,INDL,AB,01881G106,ALLIANCEBERNSTEIN HOLDING LP,,0,0,2076.245,273.148,264.184,273.148,0,112.948,,0,299.781,2.164,-293.975,0,11,825313,80851443,3547.8461,31.03,42,25.83,TN
14603,4/30/2023,INDL,CDMO,05368M106,AVID BIOSERVICES INC,620.224,77.638,77.638,189.47,0.56,0.56,0.56,110.576,63.782,0.001,1.889,10.911,0,2.901,11.117,14,704562,156725073,1131.5906,18.05,21.05,11.3,CA
14605,12/31/2023,INDL,WPP,92937A102,WPP PLC,734.473,225.717,225.717,4299.839,-168.269,251.193,-249.41,15131.598,218.8,0.64,1577.729,2798.411,-154.257,-1152.407,477.93,11,806968,28176220,,47.57,64.07,41.13,
14620,12/31/2023,INDL,ELUXY,10198208,ELECTROLUX AB,288.872,404.619,404.619,1120.484,-526.532,-519.77,-526.532,10843.876,135.014,1.09,853.092,635.22,-258.94,-154.131,332.028,19,813810,,,21.453,33.91,16.179,
14624,12/31/2023,INDL,ODP,88337F105,ODP CORP,2752,105,105,1101,102,139,102,5955,40,0.01,282,388,0,-340,148,14,800240,85566862,2080.7917,56.3,58.98,39.36,FL
14639,12/31/2023,INDL,NEN,644206104,NEW ENGLAND REALTY ASSC  -LP,,47.321,47.321,-65.354,8.395,8.454,8.395,38.893,3.555,,2.853,40.075,-0.003,-16.569,0.971,12,746514,185506,243.1136,69.7,77.36,64,MA
14659,10/31/2023,INDL,BCV,59695106,BANCROFT FUND LTD,,,,,,,,,,,,,,,,12,9521,4066652,,14.34,19.22,14.09,NY
14661,12/31/2023,INDL,CET,155123102,CENTRAL SECURITIES CORP,,,,,,,,,,,,,,,,12,18748,4980877,,37.77,38.24,33.07,NY
14666,9/30/2023,INDL,ECF,289074106,ELLSWORTH GRWTH INCM FD LTD,,,,,,,,,,,,,,,,12,793040,10821206,,8.05,9.15,7.7501,NY
14667,10/31/2023,INDL,FAX,3009867,ABRDN ASIA PACIFIC INCOME FD,,,,,,,,,,,,,,,,12,790500,189680152,,2.39,2.92,2.33,
14672,10/31/2023,INDL,IAF,3011103,ABRDN AUSTRALIA EQUITY FUND,,,,,,,,,,,,,,,,12,779336,14094845,,3.61,5.24,3.6,
14681,8/31/2023,INDL,EMF,880191101,TEMPLETON EMERGING MKTS FUND,,,,,,,,,,,,,,,,11,809708,5035359,,11.705,13.19,10.1031,
14691,12/31/2023,INDL,CLM,21924B302,CORNERSTONE STRGT INV FD INC,,,,,,,,,,,,,,,,12,814083,357463465,,7.19,8.84,6.25,NC
14692,11/30/2023,INDL,CMU,5.93E+106,MFS HIGH YIELD MUNICIPAL TR,,,,,,,,,,,,,,,,11,809844,19189610,,3.165,3.4,2.78,MA
